carte_id,compte_id,type_carte,date_expiration,statut
3306,4499,Mastercard,2024-10-14,active
3307,3915,CIB,2027-09-06,active
3308,1990,Mastercard,2027-01-07,bloquee
3309,571,Mastercard,2025-11-09,active
3310,5771,Visa,2025-09-04,expiree
3311,1895,Visa,2028-06-09,active
3312,6780,CIB,2025-01-02,active
3313,4312,CIB,2024-08-29,active
3314,2766,CIB,2028-09-29,active
3315,4824,Mastercard,2025-06-04,active
3316,3417,CIB,2028-09-13,bloquee
3317,603,CIB,2027-11-20,active
3318,3490,Mastercard,2027-12-26,active
3319,6757,Visa,2027-09-08,active
3320,4234,CIB,2026-10-14,expiree
3321,6382,Mastercard,2027-11-28,expiree
3322,2731,Mastercard,2024-12-10,active
3323,846,CIB,2027-08-27,active
3324,471,Mastercard,2025-12-22,expiree
3325,1237,CIB,2024-05-22,active
3326,862,Mastercard,2028-11-03,active
3327,4379,Mastercard,2024-05-24,active
3328,1731,Visa,2024-03-18,active
3329,2715,CIB,2027-08-29,active
3330,1406,Visa,2028-05-08,active
3331,2694,Mastercard,2026-09-19,active
3332,313,CIB,2026-08-23,active
3333,2814,Mastercard,2027-06-01,active
3334,6812,Visa,2025-04-04,expiree
3335,248,Visa,2027-01-26,active
3336,278,CIB,2026-02-23,active
3337,2047,CIB,2027-06-05,active
3338,3790,Visa,2026-10-20,active
3339,1059,Mastercard,2027-04-25,active
3340,6680,CIB,2025-11-15,active
3341,6553,Mastercard,2024-03-22,expiree
3342,1907,Mastercard,2025-04-03,active
3343,6708,Mastercard,2027-02-25,active
3344,5343,Visa,2024-07-03,bloquee
3345,2072,CIB,2024-11-04,active
3346,2123,Visa,2027-06-13,active
3347,2560,Visa,2028-05-04,active
3348,3994,CIB,2028-11-29,active
3349,4910,Visa,2028-12-16,expiree
3350,230,Mastercard,2028-11-22,expiree
3351,5968,Visa,2028-09-11,active
3352,2420,Mastercard,2024-08-10,active
3353,3287,CIB,2024-07-01,active
3354,1125,Visa,2027-08-04,active
3355,5895,CIB,2024-06-16,expiree
3356,4201,CIB,2028-07-12,expiree
3357,5072,CIB,2026-09-02,active
3358,272,Visa,2024-11-08,active
3359,5000,Mastercard,2024-04-25,active
3360,5906,CIB,2028-04-01,active
3361,5510,CIB,2026-11-25,active
3362,2736,Visa,2028-11-29,active
3363,585,Visa,2028-10-31,expiree
3364,5023,CIB,2028-03-13,active
3365,5580,Visa,2024-04-04,active
3366,984,Mastercard,2025-08-24,active
3367,4548,CIB,2026-08-28,active
3368,1329,Visa,2026-03-31,expiree
3369,2225,Visa,2024-02-13,active
3370,6018,Mastercard,2027-02-05,active
3371,1877,CIB,2025-08-13,bloquee
3372,2811,CIB,2028-02-18,active
3373,6705,Visa,2026-07-15,expiree
3374,1015,Visa,2026-06-03,active
3375,3063,Mastercard,2027-12-27,active
3376,5293,Visa,2025-06-08,expiree
3377,925,CIB,2026-02-16,active
3378,4566,Visa,2027-11-18,bloquee
3379,947,Visa,2026-05-19,active
3380,1248,CIB,2028-12-10,active
3381,1667,Mastercard,2028-01-11,expiree
3382,4347,Visa,2027-12-07,active
3383,2480,Mastercard,2025-09-26,expiree
3384,423,Mastercard,2027-04-06,active
3385,2930,Visa,2027-10-26,active
3386,2278,Mastercard,2024-06-22,active
3387,5336,Mastercard,2026-03-27,active
3388,1976,Mastercard,2025-08-25,expiree
3389,56,CIB,2024-11-15,expiree
3390,3470,Visa,2028-09-09,bloquee
3391,6297,Visa,2025-02-12,active
3392,2190,Visa,2025-04-16,active
3393,2437,Visa,2027-12-14,active
3394,3490,CIB,2024-05-08,active
3395,5586,Mastercard,2024-02-19,active
3396,6749,Mastercard,2025-08-25,active
3397,1507,CIB,2027-11-22,active
3398,2964,Mastercard,2025-01-18,active
3399,4025,Visa,2027-10-04,active
3400,1581,CIB,2026-11-09,active
3401,4186,Mastercard,2026-01-21,active
3402,429,CIB,2025-04-24,active
3403,4623,Visa,2026-07-08,active
3404,4789,Mastercard,2027-01-28,expiree
3405,1038,Visa,2028-07-04,expiree
3406,4452,CIB,2026-12-19,bloquee
3407,1706,Visa,2024-11-23,active
3408,6486,Mastercard,2025-10-20,active
3409,1181,Mastercard,2027-04-02,expiree
3410,5123,CIB,2028-09-15,active
3411,6678,Mastercard,2024-11-20,active
3412,794,Visa,2025-02-09,active
3413,6882,CIB,2028-06-02,active
3414,2918,Visa,2025-10-21,active
3415,3521,CIB,2025-07-16,active
3416,6755,Mastercard,2026-09-19,active
3417,3897,Mastercard,2027-01-09,active
3418,5446,Mastercard,2026-09-30,active
3419,5622,Mastercard,2028-05-16,expiree
3420,6889,CIB,2024-05-16,active
3421,546,Mastercard,2026-01-16,active
3422,5983,Mastercard,2028-05-19,active
3423,6598,CIB,2028-11-30,active
3424,6974,CIB,2026-08-04,expiree
3425,13,Mastercard,2024-04-30,active
3426,4232,CIB,2024-04-18,active
3427,3989,CIB,2026-08-13,active
3428,1432,Visa,2028-10-23,active
3429,6726,Visa,2025-08-05,bloquee
3430,5399,Mastercard,2028-03-29,active
3431,5806,CIB,2024-10-07,active
3432,214,Visa,2028-12-06,active
3433,2198,Mastercard,2027-12-15,active
3434,3765,Visa,2028-10-19,active
3435,1475,Mastercard,2025-12-28,active
3436,1091,CIB,2025-03-24,bloquee
3437,4873,CIB,2024-11-18,expiree
3438,1554,Mastercard,2025-11-15,bloquee
3439,1515,CIB,2027-01-15,active
3440,6117,CIB,2026-03-18,expiree
3441,182,Mastercard,2024-09-02,active
3442,5292,Mastercard,2025-07-04,active
3443,1388,CIB,2024-12-14,active
3444,3539,Mastercard,2026-04-23,active
3445,5586,Mastercard,2024-02-17,active
3446,3240,Mastercard,2024-08-15,active
3447,769,Mastercard,2028-07-17,active
3448,33,Mastercard,2024-11-13,active
3449,5243,Mastercard,2028-12-08,expiree
3450,5328,Visa,2024-02-15,bloquee
3451,6914,CIB,2026-11-06,bloquee
3452,3292,CIB,2027-05-08,active
3453,2057,Mastercard,2025-06-18,active
3454,430,Visa,2025-07-07,bloquee
3455,1753,Visa,2026-05-31,active
3456,219,Visa,2025-05-06,active
3457,6065,Mastercard,2027-08-12,bloquee
3458,6969,Visa,2026-08-22,active
3459,758,Mastercard,2026-11-13,active
3460,350,Visa,2025-04-30,active
3461,2732,Visa,2024-09-14,bloquee
3462,5761,Mastercard,2028-07-23,expiree
3463,4652,Mastercard,2027-09-24,active
3464,3186,Mastercard,2028-04-07,expiree
3465,2179,Mastercard,2026-01-22,active
3466,1635,Visa,2028-11-01,active
3467,1028,Mastercard,2028-04-25,expiree
3468,2061,Visa,2028-12-14,expiree
3469,6484,Visa,2028-06-19,active
3470,359,Visa,2026-08-03,active
3471,5596,Mastercard,2024-06-25,expiree
3472,1771,Mastercard,2025-12-10,expiree
3473,1394,Mastercard,2027-04-26,active
3474,2505,Visa,2026-08-05,bloquee
3475,4232,Mastercard,2025-05-04,active
3476,305,CIB,2028-05-26,expiree
3477,2574,Visa,2026-04-02,active
3478,6797,Mastercard,2028-11-09,active
3479,6826,CIB,2026-08-06,bloquee
3480,4858,CIB,2028-03-04,active
3481,1610,Visa,2028-03-08,active
3482,6426,CIB,2025-05-26,active
3483,951,Visa,2025-12-17,active
3484,54,Mastercard,2024-08-11,active
3485,6690,CIB,2026-06-15,active
3486,3896,Mastercard,2025-04-09,bloquee
3487,2742,Mastercard,2024-03-24,bloquee
3488,4437,CIB,2027-01-18,active
3489,1814,Mastercard,2024-09-16,bloquee
3490,4667,CIB,2028-12-16,active
3491,2992,Visa,2028-06-10,active
3492,770,Visa,2026-11-19,active
3493,514,Visa,2026-09-21,expiree
3494,1826,Visa,2027-10-06,active
3495,4738,Visa,2026-07-20,expiree
3496,638,Mastercard,2025-04-02,active
3497,3121,Visa,2027-07-18,active
3498,1676,Mastercard,2024-08-06,expiree
3499,599,Mastercard,2027-06-08,active
3500,281,CIB,2024-03-25,active
3501,3313,Mastercard,2027-05-07,expiree
3502,103,Mastercard,2025-11-07,active
3503,2358,CIB,2028-02-02,expiree
3504,2269,Mastercard,2026-06-01,active
3505,4148,CIB,2025-11-27,active
3506,5235,Visa,2026-08-06,expiree
3507,1901,Mastercard,2025-06-08,active
3508,3379,CIB,2024-08-12,active
3509,5873,CIB,2028-03-07,active
3510,1140,Visa,2028-04-16,active
3511,1136,Visa,2026-05-18,expiree
3512,6344,CIB,2028-09-16,active
3513,6635,CIB,2026-06-09,active
3514,5490,Visa,2028-12-15,active
3515,400,Mastercard,2028-09-09,active
3516,4975,Mastercard,2027-06-02,bloquee
3517,112,Mastercard,2024-04-24,active
3518,5126,Visa,2025-03-20,active
3519,5666,Mastercard,2028-04-12,bloquee
3520,5659,Visa,2024-04-03,active
3521,1727,Mastercard,2027-11-30,active
3522,4223,Mastercard,2027-05-01,active
3523,6853,CIB,2028-07-21,expiree
3524,3438,Visa,2025-07-20,active
3525,2842,Visa,2027-01-07,expiree
3526,5460,Visa,2028-02-11,active
3527,3246,Mastercard,2028-02-11,active
3528,4571,CIB,2027-03-12,bloquee
3529,172,CIB,2025-04-14,active
3530,2087,Mastercard,2025-01-24,active
3531,321,Mastercard,2027-02-27,expiree
3532,6109,Visa,2025-10-09,expiree
3533,5891,CIB,2026-10-25,bloquee
3534,1486,Visa,2026-10-15,active
3535,2453,Mastercard,2024-07-29,active
3536,202,Mastercard,2027-01-21,active
3537,6168,Mastercard,2025-11-11,expiree
3538,3856,CIB,2027-02-04,active
3539,523,Mastercard,2024-05-01,active
3540,3427,Visa,2024-03-09,expiree
3541,6996,Mastercard,2027-06-19,active
3542,6069,CIB,2024-05-17,active
3543,6200,Visa,2026-03-22,active
3544,6966,CIB,2028-04-14,active
3545,5730,CIB,2028-05-07,active
3546,1678,Mastercard,2028-02-28,active
3547,1192,Visa,2027-07-03,active
3548,4259,Mastercard,2024-05-14,active
3549,5875,CIB,2025-07-19,active
3550,1020,Mastercard,2028-04-20,active
3551,3808,Mastercard,2024-10-20,expiree
3552,5245,CIB,2024-12-08,bloquee
3553,3989,Mastercard,2028-09-12,active
3554,4192,Visa,2024-08-02,active
3555,6083,Visa,2025-11-22,bloquee
3556,4236,CIB,2026-08-07,active
3557,2126,Mastercard,2027-12-19,expiree
3558,1753,Visa,2025-12-24,active
3559,1534,Mastercard,2027-12-17,active
3560,2900,Mastercard,2027-05-14,active
3561,704,Visa,2026-10-19,bloquee
3562,4351,CIB,2024-08-27,expiree
3563,32,CIB,2027-04-04,active
3564,626,Mastercard,2027-09-25,active
3565,4651,Mastercard,2024-03-26,expiree
3566,828,Mastercard,2028-08-19,active
3567,6782,Mastercard,2024-10-25,expiree
3568,3079,CIB,2028-01-03,active
3569,4907,Mastercard,2028-08-08,expiree
3570,1619,Mastercard,2028-03-27,expiree
3571,1442,Mastercard,2025-09-20,active
3572,6384,CIB,2027-08-20,active
3573,6358,Mastercard,2027-05-13,expiree
3574,1653,Visa,2028-01-16,active
3575,4053,CIB,2027-05-01,active
3576,6329,CIB,2028-08-23,active
3577,2110,CIB,2027-08-09,active
3578,3287,Visa,2028-09-27,active
3579,4274,CIB,2026-04-30,active
3580,3293,Mastercard,2027-12-19,expiree
3581,3853,Mastercard,2027-11-13,active
3582,716,Mastercard,2027-08-10,expiree
3583,6292,CIB,2027-12-27,active
3584,5765,Visa,2026-12-04,bloquee
3585,916,Visa,2024-03-07,active
3586,6831,Visa,2025-05-15,expiree
3587,4390,Visa,2024-10-07,active
3588,6879,CIB,2026-06-01,expiree
3589,5426,Visa,2028-11-30,active
3590,5700,Mastercard,2027-04-06,active
3591,4454,Mastercard,2028-03-31,active
3592,871,CIB,2028-02-07,active
3593,2465,Mastercard,2024-05-01,active
3594,1158,CIB,2028-11-19,bloquee
3595,6727,Mastercard,2026-12-05,active
3596,5284,Mastercard,2027-07-26,bloquee
3597,3068,Mastercard,2024-06-30,active
3598,1652,Visa,2024-04-18,active
3599,4179,Visa,2027-09-08,active
3600,6760,Mastercard,2028-02-01,active
3601,4933,CIB,2026-01-12,active
3602,1923,Mastercard,2025-10-08,bloquee
3603,2158,Visa,2028-10-19,active
3604,5611,Visa,2026-08-04,active
3605,6326,CIB,2024-08-09,expiree
3606,504,Visa,2027-08-30,active
3607,6700,Mastercard,2025-05-05,active
3608,1297,Mastercard,2027-08-04,active
3609,6955,Mastercard,2027-12-27,expiree
3610,1753,Visa,2025-05-04,active
3611,5921,Visa,2028-12-28,expiree
3612,2772,CIB,2027-01-13,active
3613,4167,Mastercard,2027-04-16,active
3614,1155,Mastercard,2024-05-11,active
3615,6969,CIB,2027-05-07,active
3616,1795,CIB,2026-10-27,bloquee
3617,544,Visa,2026-03-19,active
3618,5095,CIB,2028-05-01,expiree
3619,5818,Mastercard,2025-07-20,active
3620,1357,CIB,2024-06-11,active
3621,4199,Mastercard,2028-01-26,active
3622,3315,CIB,2024-12-24,active
3623,1462,CIB,2024-06-23,active
3624,24,Visa,2026-06-05,bloquee
3625,14,CIB,2027-03-22,bloquee
3626,5994,Mastercard,2025-06-21,active
3627,5428,Visa,2026-05-21,expiree
3628,4663,Mastercard,2028-06-18,bloquee
3629,6991,Visa,2028-09-29,active
3630,5322,CIB,2027-04-19,active
3631,878,Mastercard,2028-02-10,active
3632,2545,Visa,2026-04-04,active
3633,3735,CIB,2025-12-03,bloquee
3634,4337,Mastercard,2028-08-02,active
3635,6890,CIB,2024-10-25,active
3636,4520,Mastercard,2028-08-22,expiree
3637,1096,Visa,2027-08-03,expiree
3638,1771,Visa,2025-04-20,bloquee
3639,417,CIB,2027-03-14,expiree
3640,292,Visa,2024-11-08,active
3641,227,CIB,2027-02-03,active
3642,6220,Mastercard,2026-01-03,active
3643,2816,Mastercard,2028-09-06,active
3644,3202,CIB,2028-08-26,active
3645,2875,Mastercard,2024-01-20,expiree
3646,6090,Visa,2026-03-19,active
3647,3273,Visa,2027-12-26,active
3648,3280,Visa,2026-08-23,active
3649,1218,CIB,2027-12-22,expiree
3650,4105,Mastercard,2027-04-12,active
3651,6536,Mastercard,2025-07-31,active
3652,1835,Visa,2028-12-18,bloquee
3653,6759,Mastercard,2024-01-31,active
3654,6382,Mastercard,2027-04-09,active
3655,2099,Visa,2024-11-13,active
3656,5457,CIB,2024-01-15,bloquee
3657,4988,Visa,2027-03-21,active
3658,365,CIB,2026-10-28,active
3659,1237,CIB,2025-11-28,expiree
3660,5835,Visa,2024-07-11,active
3661,2925,Mastercard,2028-05-05,active
3662,5104,Visa,2024-09-13,active
3663,2640,Visa,2026-04-22,active
3664,355,Visa,2028-10-10,active
3665,671,Mastercard,2025-05-12,active
3666,1194,Visa,2028-09-04,active
3667,4296,Mastercard,2027-07-01,active
3668,2013,Visa,2026-05-03,active
3669,5546,Mastercard,2026-11-07,expiree
3670,2696,CIB,2026-08-28,active
3671,1043,CIB,2028-10-27,active
3672,6320,CIB,2025-08-03,active
3673,2860,CIB,2025-07-07,active
3674,2934,Mastercard,2026-03-30,active
3675,4361,Mastercard,2024-09-23,expiree
3676,6253,CIB,2025-07-03,active
3677,1446,Visa,2028-03-04,expiree
3678,3000,CIB,2027-04-16,active
3679,2039,CIB,2028-10-08,active
3680,3665,CIB,2025-01-04,active
3681,1905,Visa,2024-12-21,expiree
3682,1838,Mastercard,2026-12-23,active
3683,661,Mastercard,2024-08-27,active
3684,605,CIB,2024-04-28,active
3685,1230,Mastercard,2028-05-13,active
3686,5376,Visa,2025-09-12,active
3687,5632,CIB,2026-08-11,active
3688,2121,Visa,2026-04-03,active
3689,652,CIB,2027-01-17,active
3690,2422,Mastercard,2027-02-04,active
3691,4075,CIB,2025-08-03,active
3692,272,Mastercard,2025-08-03,expiree
3693,5212,CIB,2028-11-22,active
3694,19,CIB,2026-03-24,expiree
3695,6274,CIB,2028-07-29,expiree
3696,787,Visa,2027-09-21,active
3697,943,CIB,2025-12-09,active
3698,1966,CIB,2027-09-01,expiree
3699,1753,Mastercard,2024-10-13,active
3700,5163,Visa,2028-03-25,active
3701,1573,CIB,2026-06-27,active
3702,1792,Mastercard,2025-05-18,active
3703,5823,Visa,2024-02-11,active
3704,2024,Visa,2028-12-02,active
3705,2459,CIB,2025-01-14,expiree
3706,2574,CIB,2026-03-03,expiree
3707,3578,Visa,2024-10-07,active
3708,5605,CIB,2025-06-04,active
3709,5240,Visa,2024-09-04,active
3710,5024,Visa,2028-10-30,active
3711,5122,Visa,2028-07-01,active
3712,5006,Visa,2025-10-15,bloquee
3713,443,Mastercard,2025-03-13,expiree
3714,5515,Mastercard,2027-05-25,active
3715,242,CIB,2028-12-30,active
3716,5271,CIB,2027-11-26,active
3717,3051,Visa,2027-12-01,expiree
3718,371,CIB,2027-12-08,active
3719,4015,Visa,2027-03-05,active
3720,6379,CIB,2024-07-22,active
3721,5701,Mastercard,2026-08-16,bloquee
3722,2452,Visa,2027-12-01,active
3723,2825,Mastercard,2028-07-26,active
3724,3638,CIB,2025-01-12,expiree
3725,3904,Mastercard,2026-05-23,bloquee
3726,2416,Visa,2026-03-19,active
3727,1890,Mastercard,2028-09-24,active
3728,3953,Mastercard,2024-07-16,active
3729,5715,CIB,2025-04-17,active
3730,1115,Mastercard,2024-10-25,bloquee
3731,5699,CIB,2027-11-08,active
3732,3527,Visa,2024-09-06,active
3733,6873,CIB,2027-09-08,active
3734,4332,CIB,2024-02-04,active
3735,4869,CIB,2025-02-22,expiree
3736,3677,Mastercard,2028-03-31,expiree
3737,5413,Mastercard,2026-01-03,bloquee
3738,5967,Visa,2027-10-29,expiree
3739,5854,Visa,2027-02-19,active
3740,2974,Mastercard,2028-06-16,active
3741,1208,Visa,2025-01-02,expiree
3742,1640,Visa,2028-06-04,active
3743,5222,Mastercard,2026-06-04,active
3744,2182,Visa,2027-07-25,active
3745,969,CIB,2026-12-07,active
3746,799,Mastercard,2026-06-12,active
3747,6693,Visa,2028-03-13,active
3748,2930,Mastercard,2026-11-26,active
3749,4106,Mastercard,2028-11-24,expiree
3750,2585,CIB,2024-03-18,active
3751,4629,Visa,2024-02-12,active
3752,1753,CIB,2026-06-30,active
3753,3473,Visa,2026-04-14,expiree
3754,5040,Visa,2025-11-08,active
3755,3219,Mastercard,2025-09-09,active
3756,261,CIB,2028-01-29,active
3757,3693,CIB,2028-10-18,active
3758,1751,CIB,2026-04-28,bloquee
3759,3577,CIB,2027-01-27,bloquee
3760,1226,Visa,2025-08-15,active
3761,4454,CIB,2027-03-03,bloquee
3762,2122,Visa,2026-01-30,active
3763,4523,CIB,2025-11-12,active
3764,1330,Mastercard,2028-03-21,active
3765,2108,CIB,2028-03-23,expiree
3766,5146,Mastercard,2025-05-05,expiree
3767,3339,Visa,2028-10-14,bloquee
3768,1299,CIB,2028-05-12,active
3769,2951,Visa,2027-12-16,expiree
3770,4098,CIB,2027-08-14,active
3771,3052,Mastercard,2027-01-21,expiree
3772,6520,Visa,2028-06-06,active
3773,2202,Mastercard,2028-02-21,active
3774,6499,Mastercard,2026-07-20,expiree
3775,2880,Mastercard,2024-01-02,active
3776,5623,CIB,2026-07-20,active
3777,2347,Visa,2028-05-19,active
3778,6328,Visa,2024-01-17,expiree
3779,6035,Visa,2024-08-16,active
3780,5899,Mastercard,2025-06-27,active
3781,2053,CIB,2028-08-15,expiree
3782,176,Visa,2024-04-21,active
3783,3854,Mastercard,2026-11-26,active
3784,1778,CIB,2025-09-22,active
3785,1328,Mastercard,2024-05-28,active
3786,4669,Visa,2028-12-11,active
3787,2649,CIB,2027-09-01,active
3788,650,CIB,2027-07-07,active
3789,5899,Visa,2027-01-27,expiree
3790,822,CIB,2026-08-22,active
3791,5372,Mastercard,2026-01-19,active
3792,2548,Visa,2028-05-11,expiree
3793,3273,CIB,2027-11-30,expiree
3794,695,Mastercard,2025-11-26,active
3795,5728,Mastercard,2027-01-06,active
3796,2424,Visa,2027-08-05,active
3797,49,Visa,2025-11-24,active
3798,1009,Mastercard,2028-11-17,active
3799,1136,Visa,2028-09-30,active
3800,5825,CIB,2024-08-03,active
3801,3498,Visa,2024-03-03,active
3802,943,CIB,2024-02-24,active
3803,6979,CIB,2024-09-29,active
3804,6806,CIB,2027-07-27,active
3805,3610,Mastercard,2025-03-12,active
3806,2349,Visa,2026-03-05,active
3807,4888,Mastercard,2028-05-19,active
3808,2872,Visa,2026-03-22,expiree
3809,4205,Mastercard,2026-10-06,active
3810,6646,Mastercard,2026-03-14,active
3811,2229,Mastercard,2025-10-07,active
3812,95,Visa,2025-11-22,expiree
3813,2945,Mastercard,2024-11-03,active
3814,4417,Visa,2026-01-01,active
3815,1905,Mastercard,2026-02-07,expiree
3816,511,Visa,2025-01-25,active
3817,6854,Visa,2026-06-14,active
3818,36,Visa,2024-10-05,active
3819,3747,Visa,2024-06-09,active
3820,5462,Visa,2028-07-21,active
3821,3167,Visa,2026-07-31,active
3822,4531,Mastercard,2026-01-04,active
3823,5369,Visa,2026-03-21,expiree
3824,2549,CIB,2028-01-15,active
3825,4948,CIB,2027-02-15,active
3826,2557,Mastercard,2026-01-13,expiree
3827,3828,CIB,2026-03-27,active
3828,1788,Visa,2025-04-18,active
3829,3257,Mastercard,2027-06-10,active
3830,615,CIB,2028-02-21,active
3831,6285,Visa,2028-11-23,bloquee
3832,993,CIB,2025-04-23,active
3833,6603,Visa,2027-03-06,active
3834,4022,Visa,2026-07-13,active
3835,4042,CIB,2026-07-12,active
3836,3370,CIB,2027-06-01,active
3837,76,CIB,2026-02-15,active
3838,4023,Mastercard,2026-04-25,active
3839,3399,Mastercard,2028-10-24,expiree
3840,5021,Mastercard,2027-02-19,active
3841,727,Visa,2026-02-03,active
3842,494,Visa,2026-10-15,active
3843,6663,Visa,2026-07-01,active
3844,975,Mastercard,2024-03-20,active
3845,1785,CIB,2026-04-19,active
3846,1064,Visa,2024-12-05,active
3847,2011,Visa,2026-07-22,active
3848,1877,Visa,2024-03-16,active
3849,1482,Mastercard,2024-09-19,active
3850,5972,CIB,2027-01-21,active
3851,5560,Mastercard,2025-10-17,active
3852,2595,Mastercard,2025-04-08,active
3853,4964,Visa,2026-09-06,active
3854,6947,Visa,2027-04-27,expiree
3855,5445,Mastercard,2027-12-19,active
3856,5402,CIB,2027-01-22,active
3857,3962,Visa,2026-09-24,active
3858,2674,Mastercard,2026-10-02,active
3859,6739,CIB,2026-11-24,active
3860,2919,Visa,2026-06-24,active
3861,589,Mastercard,2026-01-15,active
3862,1368,Mastercard,2026-01-01,active
3863,5896,CIB,2026-07-02,active
3864,4411,CIB,2024-04-11,active
3865,2844,CIB,2025-01-04,bloquee
3866,3238,Mastercard,2025-04-24,active
3867,542,CIB,2027-03-31,active
3868,2694,Mastercard,2026-10-28,active
3869,6255,CIB,2024-05-31,active
3870,3872,Visa,2028-07-02,active
3871,4653,Visa,2028-11-14,active
3872,3118,Mastercard,2026-04-23,active
3873,6834,Mastercard,2025-07-16,bloquee
3874,6564,Mastercard,2026-12-04,active
3875,502,Mastercard,2028-01-13,active
3876,5460,Visa,2028-09-13,active
3877,4327,CIB,2026-01-01,bloquee
3878,593,Mastercard,2024-10-30,expiree
3879,2567,Mastercard,2026-08-14,bloquee
3880,1979,Mastercard,2027-01-30,active
3881,6916,Mastercard,2024-06-13,active
3882,2983,Visa,2026-11-20,active
3883,6860,Visa,2027-08-22,active
3884,4157,CIB,2025-11-29,active
3885,1673,Visa,2025-01-17,active
3886,3767,Mastercard,2028-11-07,active
3887,6840,CIB,2026-06-12,active
3888,4306,Mastercard,2025-08-05,bloquee
3889,6918,CIB,2025-10-23,active
3890,4602,Mastercard,2027-09-19,bloquee
3891,2135,Mastercard,2025-01-21,active
3892,587,Mastercard,2026-10-01,active
3893,2056,CIB,2028-11-21,active
3894,3908,Mastercard,2026-07-07,active
3895,2018,Visa,2025-08-22,active
3896,6828,Visa,2024-08-17,active
3897,810,CIB,2024-05-25,active
3898,1264,CIB,2024-05-06,active
3899,5323,Mastercard,2025-08-16,bloquee
3900,5977,Visa,2024-04-14,bloquee
3901,5427,CIB,2028-05-23,active
3902,6225,CIB,2027-06-05,active
3903,4911,Visa,2027-07-17,expiree
3904,4671,CIB,2028-04-24,active
3905,2167,Visa,2024-10-01,active
3906,349,CIB,2028-08-13,active
3907,5797,Visa,2025-07-13,active
3908,3185,CIB,2024-05-18,active
3909,2912,Visa,2027-01-23,active
3910,6479,Visa,2026-05-18,active
3911,6770,CIB,2028-06-07,active
3912,2659,CIB,2026-05-25,active
3913,3432,Visa,2028-02-22,active
3914,4009,CIB,2028-05-26,active
3915,3652,Visa,2027-02-19,active
3916,6222,Mastercard,2025-04-19,expiree
3917,378,Visa,2025-07-20,expiree
3918,379,Visa,2024-02-03,active
3919,1753,Visa,2027-03-25,active
3920,4348,Visa,2024-12-09,active
3921,5515,Mastercard,2026-10-01,active
3922,3962,Mastercard,2024-06-02,active
3923,6816,CIB,2024-10-12,expiree
3924,5068,CIB,2027-03-16,bloquee
3925,998,Mastercard,2025-05-09,active
3926,4561,Visa,2026-07-08,active
3927,4485,Mastercard,2028-01-23,expiree
3928,29,Mastercard,2024-10-05,active
3929,5446,Visa,2024-06-14,active
3930,1933,CIB,2027-05-06,expiree
3931,6734,Visa,2025-09-22,bloquee
3932,6403,Mastercard,2026-03-14,expiree
3933,5725,CIB,2027-01-20,bloquee
3934,2872,Visa,2027-03-01,active
3935,3678,CIB,2025-10-29,active
3936,5317,CIB,2024-08-06,active
3937,2502,Mastercard,2025-06-27,bloquee
3938,1753,Mastercard,2027-04-10,active
3939,2253,Mastercard,2025-09-06,bloquee
3940,2071,Mastercard,2028-08-25,active
3941,808,CIB,2024-07-07,active
3942,1753,Visa,2025-06-07,active
3943,238,Visa,2025-02-15,active
3944,4092,Visa,2027-04-23,bloquee
3945,1433,Mastercard,2028-12-13,active
3946,5113,CIB,2028-01-07,active
3947,1196,Visa,2025-02-05,expiree
3948,3367,CIB,2026-06-10,active
3949,5269,CIB,2025-06-28,bloquee
3950,5292,Mastercard,2025-04-06,active
3951,6775,Mastercard,2024-06-19,active
3952,3105,Mastercard,2028-09-26,expiree
3953,1753,Visa,2027-09-05,active
3954,4745,Visa,2027-07-21,active
3955,3202,CIB,2028-04-14,active
3956,6178,CIB,2024-08-22,active
3957,4190,Visa,2028-07-08,active
3958,1366,Mastercard,2026-08-16,active
3959,1753,CIB,2026-12-05,active
3960,5058,Visa,2025-10-17,active
3961,1753,CIB,2028-06-07,active
3962,2397,CIB,2025-05-16,expiree
3963,1833,CIB,2028-08-25,active
3964,1753,Mastercard,2024-07-03,active
3965,1753,CIB,2025-12-19,active
3966,3315,Mastercard,2025-10-13,expiree
3967,3200,Mastercard,2026-03-21,active
3968,6206,Mastercard,2026-11-16,active
3969,2709,Visa,2024-09-15,active
3970,4057,Visa,2025-05-28,expiree
3971,6805,CIB,2024-10-16,active
3972,6360,Mastercard,2028-08-06,active
3973,1775,Visa,2027-08-15,expiree
3974,6120,CIB,2027-07-03,active
3975,5521,CIB,2028-09-13,bloquee
3976,2514,Visa,2026-01-06,bloquee
3977,1091,Visa,2026-02-04,active
3978,3569,CIB,2025-05-27,active
3979,2858,CIB,2026-06-08,active
3980,203,Visa,2024-09-05,active
3981,5955,CIB,2024-11-15,active
3982,950,CIB,2025-10-28,expiree
3983,3008,Mastercard,2024-06-16,expiree
3984,2038,Visa,2028-05-06,active
3985,857,Mastercard,2025-07-14,bloquee
3986,4767,Mastercard,2027-09-23,bloquee
3987,3741,CIB,2026-04-30,bloquee
3988,4075,CIB,2025-01-15,bloquee
3989,4796,Visa,2025-08-25,active
3990,4434,Mastercard,2026-03-25,expiree
3991,4943,Mastercard,2027-02-20,active
3992,984,Mastercard,2028-10-16,active
3993,4266,Mastercard,2026-11-09,active
3994,1012,Mastercard,2025-03-26,expiree
3995,1753,Mastercard,2025-04-23,active
